Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
71,3.0,0.0,0.0,882.0,11.0,72.0,4194.0,0.0,51.30899999999999,0.0,0.0,963.7848381996155,,,,,,,,,,,,,,,,,,,,,19.181092900179788,16.931718315059804,50.027967217655146,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,991.0,12.0,109.0,4303.0,0.0,55.80700000000002,0.0,0.0,974.0921244621277,,,,,,,,,,,,,,,,,,,,,20.490596215000046,15.865025647392303,53.68083299772747,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1061.0,13.0,70.0,4373.0,0.0,44.205999999999996,0.0,0.0,980.7314016819,,,,,,,,,,,,,,,,,,,,,17.082897579083685,13.56313957564009,43.09634676665067,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1104.0,14.0,43.0,4416.0,0.0,22.90700000000002,0.0,0.0,985.1180982589722,,,,,,,,,,,,,,,,,,,,,7.196147018788675,7.655810312033222,22.64282869274889,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1250.0,15.0,146.0,4562.0,0.0,82.70799999999988,0.0,0.0,998.741293668747,,,,,,,,,,,,,,,,,,,,,29.79508774424733,22.647247896114703,78.51486841129405,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1279.0,16.0,29.0,4591.0,0.0,9.906999999999993,0.0,0.0,1001.8219494819641,,,,,,,,,,,,,,,,,,,,,2.570011936524762,3.204814627927124,9.852164129936527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1388.0,17.0,109.0,4700.0,0.0,54.70799999999999,0.0,0.0,1011.9328484535217,,,,,,,,,,,,,,,,,,,,,23.341616632580298,15.693088875547994,52.26824801483042,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1437.0,18.0,49.0,4749.0,0.0,22.40700000000003,0.0,0.0,1016.7548849582672,,,,,,,,,,,,,,,,,,,,,6.469429226321757,7.145324023213079,22.13424432231053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1573.0,19.0,136.0,4885.0,0.0,80.70799999999998,0.0,0.0,1029.5840814113617,,,,,,,,,,,,,,,,,,,,,34.71589844519705,24.106146298082745,76.1388393513165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1785.0,20.0,212.0,5097.0,0.0,119.00599999999997,0.0,0.0,1049.2135679721832,,,,,,,,,,,,,,,,,,,,,53.519259510536514,32.56311915006363,107.87556022866347,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,45.0,1.0,45.0,5142.0,0.0,22.608000000000025,0.0,0.0,1487.1082093715668,,,,,,,,,,,,,,,,,,,,,6.721299526261232,7.509682821720618,22.35021961031927,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,196.0,2.0,151.0,5293.0,0.0,87.30699999999999,0.0,0.0,1501.4256913661957,,,,,,,,,,,,,,,,,,,,,37.520462098441875,24.25329151760664,81.80493829478658,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,309.0,3.0,113.0,5406.0,0.0,54.80600000000004,0.0,0.0,1512.2509949207306,,,,,,,,,,,,,,,,,,,,,20.42679493919032,14.497687233958905,52.60292541978565,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,388.0,4.0,79.0,5485.0,0.0,52.806,0.0,0.0,1519.8641579151154,,,,,,,,,,,,,,,,,,,,,20.029428473451866,16.32776745089109,51.32627637707509,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,499.0,5.0,111.0,5596.0,0.0,56.40700000000001,0.0,0.0,1530.336927652359,,,,,,,,,,,,,,,,,,,,,22.789914006577582,15.939311906627818,53.985236032098065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,564.0,6.0,65.0,5661.0,0.0,43.907999999999994,0.0,0.0,1536.694410085678,,,,,,,,,,,,,,,,,,,,,15.8395141029985,14.576023088378635,42.96431725349483,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,608.0,7.0,44.0,5705.0,0.0,24.50600000000002,0.0,0.0,1540.9436433315277,,,,,,,,,,,,,,,,,,,,,7.911813191124722,8.219961651047425,24.206268550422806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,738.0,8.0,130.0,5835.0,0.0,76.70699999999991,0.0,0.0,1553.0156407356262,,,,,,,,,,,,,,,,,,,,,30.001979721796182,23.16046332009337,72.9525748332582,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,801.0,9.0,63.0,5898.0,0.0,33.80799999999999,0.0,0.0,1558.9875116348267,,,,,,,,,,,,,,,,,,,,,12.508235496693846,10.444550490171451,33.08612031822443,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,841.0,10.0,40.0,5938.0,0.0,22.30600000000002,0.0,0.0,1562.8671066761017,,,,,,,,,,,,,,,,,,,,,7.293525994498211,7.530321595727874,22.05835360908463,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,915.0,11.0,74.0,6012.0,0.0,37.208000000000006,0.0,0.0,1569.7811698913574,,,,,,,,,,,,,,,,,,,,,13.850160076938762,10.538455841273473,36.25556302479307,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1077.0,12.0,162.0,6174.0,0.0,81.50600000000001,0.0,0.0,1585.3754460811615,,,,,,,,,,,,,,,,,,,,,37.14215613694244,22.56366599220943,75.64017541647291,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1177.0,13.0,100.0,6274.0,0.0,74.50699999999998,0.0,0.0,1595.1690430641174,,,,,,,,,,,,,,,,,,,,,28.62614517993866,23.742648598312893,71.7878894730628,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1289.0,14.0,112.0,6386.0,0.0,69.305,0.0,0.0,1605.6595900058746,,,,,,,,,,,,,,,,,,,,,27.42277425474139,18.95238289843217,66.36631554824993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1359.0,15.0,70.0,6456.0,0.0,30.206000000000053,0.0,0.0,1612.2958536148071,,,,,,,,,,,,,,,,,,,,,8.014012473245366,9.234952012699656,29.70439821891244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1386.0,16.0,27.0,6483.0,0.0,9.306999999999993,0.0,0.0,1614.9344849586487,,,,,,,,,,,,,,,,,,,,,2.410799457066849,3.058530745189098,9.260419994227657,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1413.0,17.0,27.0,6510.0,0.0,11.105999999999995,0.0,0.0,1617.7360713481903,,,,,,,,,,,,,,,,,,,,,3.2528442650162965,3.7218457154917552,11.040242649901716,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1464.0,18.0,51.0,6561.0,0.0,36.004999999999995,0.0,0.0,1622.8379440307617,,,,,,,,,,,,,,,,,,,,,14.949906828957046,11.771777318182306,35.31314573003753,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1549.0,19.0,85.0,6646.0,0.0,48.306000000000004,0.0,0.0,1630.9652872085571,,,,,,,,,,,,,,,,,,,,,19.95551654361297,15.534001910372123,46.70314067199621,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1618.0,20.0,69.0,6715.0,0.0,46.608,0.0,0.0,1637.6224205493927,,,,,,,,,,,,,,,,,,,,,16.711520877181425,15.451954991450958,45.54595141635577,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,90.0,1.0,90.0,6805.0,0.0,47.50700000000001,0.0,0.0,1902.0518176555634,,,,,,,,,,,,,,,,,,,,,17.573792485073856,13.7789064276586,46.017347353703386,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,149.0,2.0,59.0,6864.0,0.0,31.90700000000003,0.0,0.0,1907.7612817287445,,,,,,,,,,,,,,,,,,,,,9.980547621658966,10.34781653156437,31.380878065575207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,355.0,3.0,206.0,7070.0,0.0,138.8059999999999,0.0,0.0,1926.8679234981537,,,,,,,,,,,,,,,,,,,,,61.123337074704644,36.405445273404524,126.46740089700393,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,530.0,4.0,175.0,7245.0,0.0,129.70600000000002,0.0,0.0,1943.0240035057068,,,,,,,,,,,,,,,,,,,,,59.2768088805481,37.53114167518578,119.57158203839893,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,649.0,5.0,119.0,7364.0,0.0,90.70599999999999,0.0,0.0,1954.157461643219,,,,,,,,,,,,,,,,,,,,,37.15617594130233,27.1079834107453,86.4572430919258,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,742.0,6.0,93.0,7457.0,0.0,62.00899999999999,0.0,0.0,1963.4603707790375,,,,,,,,,,,,,,,,,,,,,23.81511633882836,19.396238484854294,59.913962190908606,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,802.0,7.0,60.0,7517.0,0.0,24.306000000000022,0.0,0.0,1969.173240661621,,,,,,,,,,,,,,,,,,,,,8.853000418031291,6.612921872323478,23.82244103454618,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,844.0,8.0,42.0,7559.0,0.0,21.507000000000023,0.0,0.0,1973.2354407310486,,,,,,,,,,,,,,,,,,,,,6.5605500451818255,7.1817075458597674,21.273983591301377,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,934.0,9.0,90.0,7649.0,0.0,59.806,0.0,0.0,1981.817497253418,,,,,,,,,,,,,,,,,,,,,26.205828039285723,18.326657189993778,57.56254299992112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,982.0,10.0,48.0,7697.0,0.0,26.106000000000016,0.0,0.0,1986.4167218208313,,,,,,,,,,,,,,,,,,,,,9.6252582558627,8.271777370127214,25.695352613593155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1010.0,11.0,28.0,7725.0,0.0,11.404999999999994,0.0,0.0,1989.297547340393,,,,,,,,,,,,,,,,,,,,,3.2423461102506304,3.8002751568659967,11.336876725487235,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1127.0,12.0,117.0,7842.0,0.0,69.80599999999998,0.0,0.0,2000.4281477928162,,,,,,,,,,,,,,,,,,,,,29.6323074506236,20.158404641968257,66.47189735108185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1372.0,13.0,245.0,8087.0,0.0,156.6099999999999,0.0,0.0,2023.0422382354736,,,,,,,,,,,,,,,,,,,,,63.94648123262112,41.543509187732795,141.2254217160182,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1573.0,14.0,201.0,8288.0,0.0,142.50599999999983,0.0,0.0,2042.1421830654144,,,,,,,,,,,,,,,,,,,,,57.144497748718486,39.74097739076667,131.2823894490162,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1605.0,15.0,32.0,8320.0,0.0,15.705999999999994,0.0,0.0,2045.321362733841,,,,,,,,,,,,,,,,,,,,,4.839005327658983,5.332446228856979,15.582300848911887,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1770.0,16.0,165.0,8485.0,0.0,103.00699999999996,0.0,0.0,2061.246016025543,,,,,,,,,,,,,,,,,,,,,49.06133551443812,32.47316197702978,95.10198851515956,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1794.0,17.0,24.0,8509.0,0.0,7.707,0.0,0.0,2063.596447467804,,,,,,,,,,,,,,,,,,,,,1.9492033331473948,2.5586995497745524,7.6755625695810545,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,1840.0,18.0,46.0,8555.0,0.0,28.206000000000017,0.0,0.0,2068.088704586029,,,,,,,,,,,,,,,,,,,,,9.80610243436929,9.447937250295254,27.810512502511532,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,1985.0,19.0,145.0,8700.0,0.0,63.30800000000006,0.0,0.0,2081.6288528442383,,,,,,,,,,,,,,,,,,,,,23.602411803204674,18.46139643720354,60.005601485905686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2047.0,20.0,62.0,8762.0,0.0,41.907,0.0,0.0,2087.858435869217,,,,,,,,,,,,,,,,,,,,,15.203575167465644,13.920041064444089,41.04643015349397,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,215.0,1.0,215.0,8977.0,0.0,133.30899999999974,0.0,0.0,2413.949278831482,,,,,,,,,,,,,,,,,,,,,52.084556115925906,36.155467856733175,122.35540889746193,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,512.0,2.0,297.0,9274.0,0.0,237.00799999999998,0.0,0.0,2441.65900182724,,,,,,,,,,,,,,,,,,,,,96.53360825144077,64.1258370432691,208.7548192329689,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,602.0,3.0,90.0,9364.0,0.0,51.706,0.0,0.0,2450.4158873558044,,,,,,,,,,,,,,,,,,,,,20.957638757359096,14.978480518939321,49.91960179582753,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,763.0,4.0,161.0,9525.0,0.0,88.71100000000007,0.0,0.0,2465.3747839927673,,,,,,,,,,,,,,,,,,,,,33.40954613615132,23.06598115976016,83.49897752815848,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,850.0,5.0,87.0,9612.0,0.0,43.11200000000003,0.0,0.0,2473.7107536792755,,,,,,,,,,,,,,,,,,,,,16.20441448039022,11.50428699186505,41.7857456457519,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,892.0,6.0,42.0,9654.0,0.0,20.80700000000002,0.0,0.0,2477.750223875046,,,,,,,,,,,,,,,,,,,,,6.456627966106864,6.7969862904812475,20.576954958385322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,971.0,7.0,79.0,9733.0,0.0,45.20799999999999,0.0,0.0,2485.3118526935577,,,,,,,,,,,,,,,,,,,,,18.458263095465032,13.638012874722065,43.837428234499036,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1013.0,8.0,42.0,9775.0,0.0,20.106000000000023,0.0,0.0,2489.4774091243744,,,,,,,,,,,,,,,,,,,,,6.041640680562605,6.5529481131526515,19.892015229860863,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1061.0,9.0,48.0,9823.0,0.0,32.10699999999999,0.0,0.0,2494.2347362041473,,,,,,,,,,,,,,,,,,,,,11.743892150914073,10.86557955815634,31.606474519320248,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1106.0,10.0,45.0,9868.0,0.0,24.106000000000016,0.0,0.0,2498.877263069153,,,,,,,,,,,,,,,,,,,,,8.894369713185567,7.672396252231682,23.753236081834235,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1255.0,11.0,149.0,10017.0,0.0,69.816,0.0,0.0,2513.1912779808044,,,,,,,,,,,,,,,,,,,,,27.033474671375707,20.549828442342204,65.91978592603117,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1377.0,12.0,122.0,10139.0,0.0,78.40899999999999,0.0,0.0,2524.5474002361298,,,,,,,,,,,,,,,,,,,,,35.969044396839934,24.63897022907606,74.16904049553608,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1543.0,13.0,166.0,10305.0,0.0,107.50699999999996,0.0,0.0,2540.2343916893005,,,,,,,,,,,,,,,,,,,,,45.59323980964257,31.484101118883995,100.1386994518035,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1920.0,14.0,377.0,10682.0,0.0,283.0090000000001,0.0,0.0,2575.2387137413025,,,,,,,,,,,,,,,,,,,,,120.90070484216118,72.38468472008509,237.90500638226345,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1974.0,15.0,54.0,10736.0,0.0,36.305,0.0,0.0,2580.627593278885,,,,,,,,,,,,,,,,,,,,,13.729847791380692,11.983257333242546,35.634822228901015,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,2006.0,16.0,32.0,10768.0,0.0,12.507999999999994,0.0,0.0,2583.9005646705627,,,,,,,,,,,,,,,,,,,,,3.703565580539681,4.06454590826228,12.414302091303249,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,2039.0,17.0,33.0,10801.0,0.0,13.307999999999993,0.0,0.0,2587.1688044071198,,,,,,,,,,,,,,,,,,,,,3.629291545728336,4.380251509027633,13.21464946326804,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,2085.0,18.0,46.0,10847.0,0.0,33.004999999999995,0.0,0.0,2591.7587378025055,,,,,,,,,,,,,,,,,,,,,12.892055729189275,11.079664622314267,32.476886733036636,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2415.0,19.0,330.0,11177.0,0.0,256.4059999999999,0.0,0.0,2622.220069885254,,,,,,,,,,,,,,,,,,,,,108.33861342929158,66.80862197684942,221.0962289299648,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,2526.0,20.0,111.0,11288.0,0.0,65.40899999999999,0.0,0.0,2632.6768913269043,,,,,,,,,,,,,,,,,,,,,23.588907715405874,18.99757810199834,62.91640112944775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,251.0,1.0,251.0,11539.0,0.0,200.80799999999996,0.0,0.0,3044.5742564201355,,,,,,,,,,,,,,,,,,,,,80.37702002701961,55.50954505526068,180.9951773327064,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,495.0,2.0,244.0,11783.0,0.0,153.80599999999984,0.0,0.0,3067.228917121887,,,,,,,,,,,,,,,,,,,,,64.12794831177877,43.74965182801234,138.43551320281856,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,662.0,3.0,167.0,11950.0,0.0,114.01099999999988,0.0,0.0,3083.021915435791,,,,,,,,,,,,,,,,,,,,,40.77084145530741,34.30253776564214,107.41699605207177,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,829.0,4.0,167.0,12117.0,0.0,99.20499999999984,0.0,0.0,3098.7909283638,,,,,,,,,,,,,,,,,,,,,35.595757279909215,27.76808558377584,93.44730970635818,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,962.0,5.0,133.0,12250.0,0.0,88.70699999999997,0.0,0.0,3111.383079767227,,,,,,,,,,,,,,,,,,,,,38.38611346710603,27.89266847126348,83.76910134245846,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1057.0,6.0,95.0,12345.0,0.0,42.40700000000001,0.0,0.0,3120.5059649944305,,,,,,,,,,,,,,,,,,,,,15.35610776899225,12.012344682740634,41.03018910997659,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1167.0,7.0,110.0,12455.0,0.0,84.00699999999998,0.0,0.0,3131.143543481827,,,,,,,,,,,,,,,,,,,,,34.332503656148745,25.6493028949192,80.39112645961644,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1216.0,8.0,49.0,12504.0,0.0,27.207000000000026,0.0,0.0,3136.005161046982,,,,,,,,,,,,,,,,,,,,,8.601302223317886,9.103635219520742,26.839187727324347,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1629.0,9.0,413.0,12917.0,0.0,243.6069999999997,0.0,0.0,3174.7792665958405,,,,,,,,,,,,,,,,,,,,,98.1259612059907,58.1355788414638,203.48775003424416,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1649.0,10.0,20.0,12937.0,0.0,9.903999999999996,0.0,0.0,3176.9479081630707,,,,,,,,,,,,,,,,,,,,,3.3065790666653556,3.551903089835961,9.857573708510005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,1995.0,11.0,346.0,13283.0,0.0,232.30599999999984,0.0,0.0,3209.0636253356934,,,,,,,,,,,,,,,,,,,,,95.39973262437239,57.9105960016645,199.69688658825714,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,2301.0,12.0,306.0,13589.0,0.0,206.10799999999983,0.0,0.0,3236.67036151886,,,,,,,,,,,,,,,,,,,,,81.75777821068215,53.070105910417396,181.4528441028929,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,2458.0,13.0,157.0,13746.0,0.0,82.00600000000003,0.0,0.0,3251.056786775589,,,,,,,,,,,,,,,,,,,,,29.428971739586668,21.34479540349537,77.540655206643,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,2654.0,14.0,196.0,13942.0,0.0,145.606,0.0,0.0,3269.4272108078003,,,,,,,,,,,,,,,,,,,,,62.792945943035456,40.87068363304793,133.56558018996483,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,2805.0,15.0,151.0,14093.0,0.0,93.60800000000002,0.0,0.0,3283.5344529151917,,,,,,,,,,,,,,,,,,,,,40.38157105670445,26.305762496028816,87.68566641760644,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,2960.0,16.0,155.0,14248.0,0.0,113.108,0.0,0.0,3297.76149892807,,,,,,,,,,,,,,,,,,,,,47.69587864703056,34.426835350184405,105.92688665613588,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,3152.0,17.0,192.0,14440.0,0.0,104.10599999999974,0.0,0.0,3315.299050807953,,,,,,,,,,,,,,,,,,,,,37.47788442903657,28.398780866258903,97.10435780086881,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,3606.0,18.0,454.0,14894.0,0.0,361.608,0.0,0.0,3357.2267236709595,,,,,,,,,,,,,,,,,,,,,152.26654875592519,88.53013272388016,293.0648234468802,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,3689.0,19.0,83.0,14977.0,0.0,44.908000000000015,0.0,0.0,3365.0106251239777,,,,,,,,,,,,,,,,,,,,,14.225199292084628,14.263816199161585,43.81489443272799,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,4140.0,20.0,451.0,15428.0,0.0,356.71500000000015,0.0,0.0,3406.678696155548,,,,,,,,,,,,,,,,,,,,,141.23535035835806,88.7183730486222,293.6047729294666,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,325.0,1.0,325.0,15753.0,0.0,209.2079999999997,0.0,0.0,4063.581464767456,,,,,,,,,,,,,,,,,,,,,82.754352119526,51.77135187175983,182.67800890094702,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,731.0,2.0,406.0,16159.0,0.0,287.60600000000045,0.0,0.0,4100.885984420776,,,,,,,,,,,,,,,,,,,,,120.70327547038166,70.05072729120971,239.07838785635013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
