episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
100,1.0,1.7034393268051362,-1.4300412203817656,0.8789832239376342,-30.0,0.6666666666666666,1,0.0,False,True,0.3426574463525939,0,40.9092468467365,1100.189,prepare,0.0
100,2.0,1.7032590525444973,-1.4299321604039958,0.8786963130986172,-30.0,0.3333333333333333,0,1.0,False,True,0.3422209177414089,0,40.9092468467365,1100.264,in_progress,0.0
100,3.0,1.7087359417668544,-1.4313496649872433,0.5318311157632909,30.0,0.3333333333333333,6,1.0,False,True,0.35555410614905886,0,40.9092468467365,1100.329,in_progress,0.0
100,4.0,1.7257343264739422,-1.4363826676880103,-0.7823405808896046,30.0,0.3333333333333333,6,1.0,False,True,0.39691199766696655,0,40.9092468467365,1100.385,in_progress,0.0
100,5.0,1.7456980924080183,-1.4396091520521286,-1.4873764162049836,0.0,0.6666666666666666,4,1.0,False,True,0.445585439283249,0,40.9092468467365,1100.462,in_progress,0.0
100,6.0,1.7682114272181093,-1.4413598201798674,-1.8179521723796084,30.0,0.3333333333333333,6,1.0,False,True,0.5005457272657374,0,40.9092468467365,1100.533,in_progress,0.0
100,7.0,1.7948719899726275,-1.4431046865323438,-2.0277709817819267,0.0,0.6666666666666666,4,1.0,False,True,0.5656426702555233,0,40.9092468467365,1100.597,in_progress,0.0
100,8.0,1.8232527463800716,-1.4457644020694032,-2.439085689315989,0.0,1.0,5,1.0,False,True,0.6349097258415123,1,40.9092468467365,1100.66,in_progress,0.0
100,9.0,1.8687647802719338,-1.4491425319525315,-2.7651424830769527,-30.0,1.0,2,1.0,False,True,0.7460212223653898,1,40.9092468467365,1100.731,in_progress,0.0
100,10.0,1.9105595603572967,-1.454261363272344,-3.5233615950652086,-30.0,0.6666666666666666,1,1.0,False,True,0.84798194843844,1,40.9092468467365,1100.791,in_progress,0.0
100,11.0,1.9701983153893117,-1.4660497331476594,-5.390472055834184,30.0,0.6666666666666666,7,1.0,False,True,0.9933059650506867,1,40.9092468467365,1100.862,in_progress,0.0
100,12.0,2.0041688800705018,-1.4743272413575057,-6.5693012728994615,-30.0,0.6666666666666666,1,1.0,False,True,1.076024744777004,1,40.9092468467365,1100.929,in_progress,0.0
100,13.0,2.052317012394982,-1.4852674538850277,-7.826273980640519,30.0,1.0,8,1.0,False,True,1.1932957773240593,1,40.9092468467365,1100.998,in_progress,0.0
100,14.0,2.1002296654325368,-1.497726340480305,-9.231628475491968,0.0,0.3333333333333333,3,1.0,False,True,1.3099294984856098,1,40.9092468467365,1101.067,in_progress,0.0
100,15.0,2.1507394645089812,-1.5105370541548768,-10.307505657200586,0.0,1.0,5,1.0,False,True,1.4329017852257906,1,40.9092468467365,1101.13,in_progress,0.0
100,16.0,2.2024534132742835,-1.5235784609800636,-11.206474588456652,0.0,0.6666666666666666,4,1.0,False,True,1.558808527381644,1,40.9092468467365,1101.197,in_progress,0.0
